"","location","date","total_deaths_per_million","mask_category"
"42726","Bulgaria",1361,5664.148,2
"42727","North Macedonia",1361,4750.655,2
"42728","Slovakia",1362,3750.717,3
"42729","Belgium",1362,2946.056,3
"42730","France",1362,2599.316,3
"42731","Austria",1362,2520.69,2
"42732","Denmark",1362,1500.104,1
"42733","Lithuania",1362,3530.471,3
"42734","Latvia",1362,3989.941,2
"42735","Estonia",1362,2188.431,2
"42736","Serbia",1362,2627.793,1
"42737","Croatia",1362,4553.19,1
"42738","Czechia",1362,4083.099,1
"42739","Norway",1362,1049.809,1
"42740","Belarus",1362,746.516,2
"42741","Germany",1362,2098.829,2
"42742","Ireland",1362,1842.485,3
"42743","Greece",1362,3619.461,3
"42744","Sweden",1362,2354.363,1
"42745","Poland",1362,3001.996,3
"42746","Slovenia",1362,4459.293,2
"42747","Spain",1362,2562.143,3
"42748","Ukraine",1362,2768.594,2
"42749","Italy",1362,3247.344,3
"42750","United Kingdom",1362,3419.962,2
"42751","Finland",1362,1882.779,1
"42752","Albania",1362,1267.979,1
"42753","Portugal",1362,2677.673,3
"42754","Netherlands",1362,1308.698,1
"42755","Bosnia and Herzegovina",1362,5057.631,1
"42756","North Macedonia",1362,4750.655,2
"42757","Switzerland",1362,1608.952,1
"42758","Bulgaria",1362,5664.148,2
"42759","Hungary",1362,4897.212,3
"42760","Romania",1362,3476.274,3
"42761","Slovakia",1363,3750.717,3
"42762","Switzerland",1363,1608.952,1
"42763","Croatia",1363,4553.19,1
"42764","North Macedonia",1363,4750.655,2
"42765","Denmark",1363,1500.104,1
"42766","Greece",1363,3619.461,3
"42767","Hungary",1363,4897.212,3
"42768","Estonia",1363,2188.431,2
"42769","France",1363,2599.316,3
"42770","Czechia",1363,4083.48,1
"42771","Latvia",1363,3989.941,2
"42772","Albania",1363,1267.979,1
"42773","Sweden",1363,2354.363,1
"42774","Finland",1363,1885.306,1
"42775","Serbia",1363,2627.793,1
"42776","Ukraine",1363,2768.594,2
"42777","Spain",1363,2562.143,3
"42778","Norway",1363,1049.809,1
"42779","Bosnia and Herzegovina",1363,5057.631,1
"42780","Portugal",1363,2677.673,3
"42781","Romania",1363,3476.274,3
"42782","Bulgaria",1363,5664.148,2
"42783","Lithuania",1363,3530.471,3
"42784","Netherlands",1363,1308.698,1
"42785","Belgium",1363,2946.056,3
"42786","Ireland",1363,1842.684,3
"42787","United Kingdom",1363,3420.703,2
"42788","Poland",1363,3002.021,3
"42789","Belarus",1363,746.516,2
"42790","Austria",1363,2520.69,2
"42791","Slovenia",1363,4459.293,2
"42792","Italy",1363,3247.632,3
"42793","Germany",1363,2098.829,2
"42794","Bulgaria",1364,5664.148,2
"42795","Hungary",1364,4897.212,3
"42796","Slovakia",1364,3750.717,3
"42797","Lithuania",1364,3530.835,3
"42798","Spain",1364,2562.143,3
"42799","Sweden",1364,2354.363,1
"42800","Ukraine",1364,2768.594,2
"42801","Poland",1364,3002.072,3
"42802","France",1364,2599.316,3
"42803","North Macedonia",1364,4750.655,2
"42804","Italy",1364,3248.073,3
"42805","Germany",1364,2098.829,2
"42806","Serbia",1364,2627.793,1
"42807","Denmark",1364,1500.104,1
"42808","Belgium",1364,2946.056,3
"42809","Belarus",1364,746.516,2
"42810","Portugal",1364,2677.673,3
"42811","Romania",1364,3476.274,3
"42812","Bosnia and Herzegovina",1364,5057.631,1
"42813","Latvia",1364,3989.941,2
"42814","Netherlands",1364,1308.698,1
"42815","United Kingdom",1364,3421.414,2
"42816","Austria",1364,2520.69,2
"42817","Slovenia",1364,4459.293,2
"42818","Switzerland",1364,1608.952,1
"42819","Croatia",1364,4553.19,1
"42820","Norway",1364,1049.809,1
"42821","Greece",1364,3619.461,3
"42822","Czechia",1364,4083.48,1
"42823","Ireland",1364,1843.082,3
"42824","Albania",1364,1267.979,1
"42825","Finland",1364,1886.93,1
"42826","Estonia",1364,2188.431,2
"42827","France",1365,2599.316,3
"42828","Greece",1365,3624.853,3
"42829","Belarus",1365,746.516,2
"42830","Ireland",1365,1843.082,3
"42831","Bosnia and Herzegovina",1365,5057.631,1
"42832","Serbia",1365,2627.793,1
"42833","Finland",1365,1889.457,1
"42834","Netherlands",1365,1308.698,1
"42835","Austria",1365,2520.69,2
"42836","Sweden",1365,2354.363,1
"42837","United Kingdom",1365,3422.006,2
"42838","Czechia",1365,4083.48,1
"42839","Norway",1365,1049.809,1
"42840","Spain",1365,2562.143,3
"42841","Estonia",1365,2188.431,2
"42842","Ukraine",1365,2768.594,2
"42843","Bulgaria",1365,5665.033,2
"42844","Lithuania",1365,3530.835,3
"42845","Belgium",1365,2946.056,3
"42846","Hungary",1365,4897.212,3
"42847","Italy",1365,3248.445,3
"42848","Slovenia",1365,4462.595,2
"42849","Portugal",1365,2681.763,3
"42850","Switzerland",1365,1608.952,1
"42851","Denmark",1365,1500.104,1
"42852","Poland",1365,3002.072,3
"42853","Romania",1365,3477.85,3
"42854","North Macedonia",1365,4751.133,2
"42855","Latvia",1365,3992.102,2
"42856","Albania",1365,1267.979,1
"42857","Croatia",1365,4553.19,1
"42858","Slovakia",1365,3750.717,3
"42859","Germany",1365,2098.829,2
"42860","Greece",1366,3624.853,3
"42861","Austria",1366,2520.69,2
"42862","Belgium",1366,2946.056,3
"42863","United Kingdom",1366,3422.717,2
"42864","Czechia",1366,4083.575,1
"42865","Ukraine",1366,2768.594,2
"42866","Slovenia",1366,4462.595,2
"42867","Switzerland",1366,1609.41,1
"42868","Serbia",1366,2627.793,1
"42869","Croatia",1366,4553.19,1
"42870","Albania",1366,1267.979,1
"42871","Estonia",1366,2188.431,2
"42872","Norway",1366,1049.809,1
"42873","Belarus",1366,746.516,2
"42874","Denmark",1366,1500.104,1
"42875","North Macedonia",1366,4751.133,2
"42876","Hungary",1366,4897.513,3
"42877","Bulgaria",1366,5665.033,2
"42878","Slovakia",1366,3750.717,3
"42879","Germany",1366,2098.829,2
"42880","Lithuania",1366,3530.835,3
"42881","Bosnia and Herzegovina",1366,5057.94,1
"42882","Poland",1366,3002.072,3
"42883","France",1366,2599.316,3
"42884","Portugal",1366,2681.763,3
"42885","Italy",1366,3248.632,3
"42886","Romania",1366,3477.85,3
"42887","Finland",1366,1892.345,1
"42888","Netherlands",1366,1308.698,1
"42889","Ireland",1366,1843.082,3
"42890","Latvia",1366,3992.102,2
"42891","Sweden",1366,2357.965,1
"42892","Spain",1366,2562.143,3
"42893","Belgium",1367,2946.056,3
"42894","Croatia",1367,4554.927,1
"42895","Hungary",1367,4897.513,3
"42896","Czechia",1367,4083.861,1
"42897","Austria",1367,2520.69,2
"42898","Serbia",1367,2627.793,1
"42899","Slovenia",1367,4462.595,2
"42900","Estonia",1367,2188.431,2
"42901","Norway",1367,1054.777,1
"42902","Netherlands",1367,1308.698,1
"42903","United Kingdom",1367,3423.458,2
"42904","Romania",1367,3477.85,3
"42905","Italy",1367,3249.004,3
"42906","Bosnia and Herzegovina",1367,5057.94,1
"42907","Germany",1367,2098.829,2
"42908","Finland",1367,1893.247,1
"42909","Switzerland",1367,1609.41,1
"42910","North Macedonia",1367,4751.133,2
"42911","Ukraine",1367,2768.594,2
"42912","France",1367,2599.316,3
"42913","Denmark",1367,1500.104,1
"42914","Latvia",1367,3992.102,2
"42915","Belarus",1367,746.516,2
"42916","Greece",1367,3624.853,3
"42917","Ireland",1367,1843.281,3
"42918","Portugal",1367,2681.763,3
"42919","Sweden",1367,2357.965,1
"42920","Spain",1367,2562.143,3
"42921","Bulgaria",1367,5665.033,2
"42922","Slovakia",1367,3750.717,3
"42923","Albania",1367,1267.979,1
"42924","Lithuania",1367,3531.198,3
"42925","Poland",1367,3002.072,3
"42926","Belgium",1368,2946.056,3
"42927","Slovakia",1368,3750.717,3
"42928","France",1368,2599.316,3
"42929","Hungary",1368,4897.513,3
"42930","Lithuania",1368,3531.562,3
"42931","Switzerland",1368,1609.41,1
"42932","Netherlands",1368,1308.698,1
"42933","Latvia",1368,3992.102,2
"42934","Poland",1368,3002.072,3
"42935","Italy",1368,3249.428,3
"42936","Sweden",1368,2357.965,1
"42937","Ireland",1368,1844.077,3
"42938","Germany",1368,2098.829,2
"42939","Bosnia and Herzegovina",1368,5057.94,1
"42940","Austria",1368,2520.69,2
"42941","Finland",1368,1894.691,1
"42942","United Kingdom",1368,3424.139,2
"42943","Romania",1368,3477.85,3
"42944","Croatia",1368,4554.927,1
"42945","Portugal",1368,2681.763,3
"42946","Czechia",1368,4084.052,1
"42947","Denmark",1368,1500.104,1
"42948","Spain",1368,2562.143,3
"42949","Albania",1368,1267.979,1
"42950","Serbia",1368,2627.793,1
"42951","Bulgaria",1368,5665.033,2
"42952","Ukraine",1368,2768.594,2
"42953","Slovenia",1368,4462.595,2
"42954","Estonia",1368,2188.431,2
"42955","Norway",1368,1054.777,1
"42956","Greece",1368,3624.853,3
"42957","Belarus",1368,746.516,2
"42958","North Macedonia",1368,4751.133,2
"42959","Romania",1369,3477.85,3
"42960","Poland",1369,3002.097,3
"42961","Ukraine",1369,2768.594,2
"42962","Serbia",1369,2627.793,1
"42963","Denmark",1369,1500.104,1
"42964","Ireland",1369,1844.077,3
"42965","Switzerland",1369,1609.41,1
"42966","Norway",1369,1054.777,1
"42967","Finland",1369,1898.842,1
"42968","Bosnia and Herzegovina",1369,5057.94,1
"42969","Germany",1369,2098.829,2
"42970","North Macedonia",1369,4751.133,2
"42971","Albania",1369,1267.979,1
"42972","Bulgaria",1369,5665.033,2
"42973","Czechia",1369,4084.243,1
"42974","Latvia",1369,3992.102,2
"42975","Portugal",1369,2681.763,3
"42976","Belgium",1369,2946.056,3
"42977","Estonia",1369,2188.431,2
"42978","Sweden",1369,2357.965,1
"42979","Croatia",1369,4554.927,1
"42980","Spain",1369,2562.143,3
"42981","Greece",1369,3624.853,3
"42982","Belarus",1369,746.516,2
"42983","Austria",1369,2520.69,2
"42984","France",1369,2599.316,3
"42985","Hungary",1369,4897.513,3
"42986","United Kingdom",1369,3424.732,2
"42987","Italy",1369,3249.665,3
"42988","Netherlands",1369,1308.698,1
"42989","Slovakia",1369,3750.717,3
"42990","Slovenia",1369,4462.595,2
"42991","Lithuania",1369,3531.562,3
"42992","Italy",1370,3250.139,3
"42993","Belgium",1370,2946.056,3
"42994","Romania",1370,3477.85,3
"42995","Lithuania",1370,3531.562,3
"42996","Slovakia",1370,3750.717,3
"42997","Croatia",1370,4554.927,1
"42998","Denmark",1370,1500.104,1
"42999","Albania",1370,1267.979,1
"43000","Hungary",1370,4897.513,3
"43001","Bosnia and Herzegovina",1370,5057.94,1
"43002","Netherlands",1370,1308.698,1
"43003","United Kingdom",1370,3425.472,2
"43004","Finland",1370,1902.271,1
"43005","Greece",1370,3624.853,3
"43006","Ukraine",1370,2768.594,2
"43007","Germany",1370,2098.829,2
"43008","Spain",1370,2562.143,3
"43009","Latvia",1370,3992.102,2
"43010","Switzerland",1370,1609.41,1
"43011","Poland",1370,3002.097,3
"43012","Bulgaria",1370,5665.033,2
"43013","North Macedonia",1370,4751.133,2
"43014","Slovenia",1370,4462.595,2
"43015","Sweden",1370,2357.965,1
"43016","Belarus",1370,746.516,2
"43017","Portugal",1370,2681.763,3
"43018","Estonia",1370,2188.431,2
"43019","France",1370,2599.316,3
"43020","Czechia",1370,4084.528,1
"43021","Serbia",1370,2627.793,1
"43022","Norway",1370,1054.777,1
"43023","Austria",1370,2520.69,2
"43024","Ireland",1370,1845.471,3
"43025","Switzerland",1371,1609.41,1
"43026","North Macedonia",1371,4751.133,2
"43027","Ukraine",1371,2768.594,2
"43028","Italy",1371,3250.58,3
"43029","Denmark",1371,1500.104,1
"43030","Spain",1371,2562.143,3
"43031","Croatia",1371,4554.927,1
"43032","Netherlands",1371,1308.698,1
"43033","Sweden",1371,2357.965,1
"43034","Norway",1371,1054.777,1
"43035","Romania",1371,3477.85,3
"43036","Czechia",1371,4084.719,1
"43037","Bulgaria",1371,5665.033,2
"43038","Lithuania",1371,3531.562,3
"43039","Latvia",1371,3992.102,2
"43040","Germany",1371,2098.829,2
"43041","Estonia",1371,2188.431,2
"43042","Poland",1371,3002.097,3
"43043","Hungary",1371,4897.513,3
"43044","Albania",1371,1267.979,1
"43045","Serbia",1371,2627.793,1
"43046","Slovenia",1371,4462.595,2
"43047","United Kingdom",1371,3426.272,2
"43048","Finland",1371,1904.437,1
"43049","Belgium",1371,2946.056,3
"43050","Bosnia and Herzegovina",1371,5057.94,1
"43051","Slovakia",1371,3750.717,3
"43052","Greece",1371,3624.853,3
"43053","France",1371,2599.316,3
"43054","Belarus",1371,746.516,2
"43055","Ireland",1371,1846.068,3
"43056","Portugal",1371,2681.763,3
"43057","Austria",1371,2520.69,2
"43058","Slovakia",1372,3750.717,3
"43059","Germany",1372,2098.829,2
"43060","Sweden",1372,2357.965,1
"43061","Switzerland",1372,1609.41,1
"43062","Finland",1372,1905.7,1
"43063","France",1372,2599.316,3
"43064","Belarus",1372,746.516,2
"43065","Norway",1372,1054.777,1
"43066","Slovenia",1372,4466.84,2
"43067","Bulgaria",1372,5666.803,2
"43068","Albania",1372,1267.979,1
"43069","Estonia",1372,2188.431,2
"43070","North Macedonia",1372,4752.088,2
"43071","Hungary",1372,4897.513,3
"43072","Bosnia and Herzegovina",1372,5057.94,1
"43073","Lithuania",1372,3532.289,3
"43074","Italy",1372,3251.054,3
"43075","Ukraine",1372,2768.594,2
"43076","Austria",1372,2520.69,2
"43077","Denmark",1372,1500.104,1
"43078","Spain",1372,2562.143,3
"43079","Belgium",1372,2946.056,3
"43080","Netherlands",1372,1308.698,1
"43081","United Kingdom",1372,3427.102,2
"43082","Croatia",1372,4554.927,1
"43083","Serbia",1372,2627.793,1
"43084","Ireland",1372,1846.466,3
"43085","Czechia",1372,4084.814,1
"43086","Latvia",1372,3994.804,2
"43087","Romania",1372,3479.732,3
"43088","Greece",1372,3630.149,3
"43089","Poland",1372,3002.097,3
"43090","Portugal",1372,2685.365,3
"43091","Switzerland",1373,1609.982,1
"43092","Ukraine",1373,2768.594,2
"43093","Greece",1373,3630.149,3
"43094","United Kingdom",1373,3428.005,2
"43095","Poland",1373,3002.097,3
"43096","Bulgaria",1373,5666.803,2
"43097","Spain",1373,2562.143,3
"43098","Norway",1373,1054.777,1
"43099","Latvia",1373,3994.804,2
"43100","Austria",1373,2520.69,2
"43101","Sweden",1373,2361.188,1
"43102","Ireland",1373,1846.865,3
"43103","Italy",1373,3251.155,3
"43104","North Macedonia",1373,4752.088,2
"43105","Belgium",1373,2946.056,3
"43106","Hungary",1373,4897.914,3
"43107","Czechia",1373,4085.1,1
"43108","Germany",1373,2098.829,2
"43109","Serbia",1373,2627.793,1
"43110","Portugal",1373,2685.365,3
"43111","Finland",1373,1909.491,1
"43112","Romania",1373,3479.732,3
"43113","Lithuania",1373,3532.653,3
"43114","Slovenia",1373,4466.84,2
"43115","Bosnia and Herzegovina",1373,5057.94,1
"43116","Croatia",1373,4554.927,1
"43117","Slovakia",1373,3750.717,3
"43118","France",1373,2599.316,3
"43119","Estonia",1373,2188.431,2
"43120","Albania",1373,1267.979,1
"43121","Belarus",1373,746.516,2
"43122","Denmark",1373,1500.104,1
"43123","Netherlands",1373,1308.698,1
"43124","Spain",1374,2562.143,3
"43125","Belarus",1374,746.516,2
"43126","Lithuania",1374,3533.38,3
"43127","Greece",1374,3630.149,3
"43128","Romania",1374,3479.732,3
"43129","Denmark",1374,1500.104,1
"43130","Latvia",1374,3994.804,2
"43131","Bosnia and Herzegovina",1374,5058.558,1
"43132","Portugal",1374,2685.365,3
"43133","Poland",1374,3002.097,3
"43134","Slovakia",1374,3750.717,3
"43135","Italy",1374,3251.494,3
"43136","France",1374,2599.316,3
"43137","Ukraine",1374,2768.594,2
"43138","Finland",1374,1911.837,1
"43139","Austria",1374,2520.69,2
"43140","Belgium",1374,2946.056,3
"43141","Albania",1374,1267.979,1
"43142","Estonia",1374,2188.431,2
"43143","Ireland",1374,1847.263,3
"43144","United Kingdom",1374,3428.805,2
"43145","Bulgaria",1374,5666.803,2
"43146","Slovenia",1374,4466.84,2
"43147","Norway",1374,1054.777,1
"43148","Croatia",1374,4558.897,1
"43149","Czechia",1374,4085.386,1
"43150","Sweden",1374,2361.188,1
"43151","Netherlands",1374,1308.698,1
"43152","Hungary",1374,4897.914,3
"43153","Switzerland",1374,1609.982,1
"43154","Serbia",1374,2627.793,1
"43155","Germany",1374,2098.829,2
"43156","North Macedonia",1374,4752.088,2
"43157","Netherlands",1375,1308.698,1
"43158","Latvia",1375,3994.804,2
"43159","Bosnia and Herzegovina",1375,5058.558,1
"43160","Greece",1375,3630.149,3
"43161","Ireland",1375,1847.661,3
"43162","Belgium",1375,2946.056,3
"43163","Estonia",1375,2188.431,2
"43164","Slovenia",1375,4466.84,2
"43165","Slovakia",1375,3750.717,3
"43166","Portugal",1375,2685.365,3
"43167","Belarus",1375,746.516,2
"43168","Denmark",1375,1500.104,1
"43169","Croatia",1375,4558.897,1
"43170","Romania",1375,3479.732,3
"43171","Lithuania",1375,3533.38,3
"43172","Hungary",1375,4897.914,3
"43173","Serbia",1375,2627.793,1
"43174","Czechia",1375,4085.767,1
"43175","Finland",1375,1914.364,1
"43176","Germany",1375,2098.829,2
"43177","United Kingdom",1375,3429.561,2
"43178","North Macedonia",1375,4752.088,2
"43179","France",1375,2599.316,3
"43180","Norway",1375,1054.777,1
"43181","Bulgaria",1375,5666.803,2
"43182","Sweden",1375,2361.188,1
"43183","Austria",1375,2520.69,2
"43184","Spain",1375,2562.143,3
"43185","Ukraine",1375,2768.594,2
"43186","Poland",1375,3002.122,3
"43187","Switzerland",1375,1609.982,1
"43188","Italy",1375,3251.969,3
"43189","Albania",1375,1267.979,1
"43190","Portugal",1376,2685.365,3
"43191","Estonia",1376,2188.431,2
"43192","Italy",1376,3252.392,3
"43193","Germany",1376,2098.829,2
"43194","Albania",1376,1267.979,1
"43195","Bosnia and Herzegovina",1376,5058.558,1
"43196","Netherlands",1376,1308.698,1
"43197","Czechia",1376,4085.862,1
"43198","France",1376,2599.316,3
"43199","Latvia",1376,3994.804,2
"43200","Greece",1376,3630.149,3
"43201","Spain",1376,2562.143,3
"43202","Slovakia",1376,3750.717,3
"43203","Bulgaria",1376,5666.803,2
"43204","North Macedonia",1376,4752.088,2
"43205","United Kingdom",1376,3430.346,2
"43206","Croatia",1376,4558.897,1
"43207","Belarus",1376,746.516,2
"43208","Finland",1376,1919.236,1
"43209","Austria",1376,2520.69,2
"43210","Norway",1376,1054.777,1
"43211","Slovenia",1376,4466.84,2
"43212","Ireland",1376,1848.059,3
"43213","Switzerland",1376,1609.982,1
"43214","Poland",1376,3002.122,3
"43215","Belgium",1376,2946.056,3
"43216","Ukraine",1376,2768.594,2
"43217","Romania",1376,3479.732,3
"43218","Hungary",1376,4897.914,3
"43219","Lithuania",1376,3533.38,3
"43220","Sweden",1376,2361.188,1
"43221","Serbia",1376,2627.793,1
"43222","Denmark",1376,1500.104,1
"43223","Netherlands",1377,1308.698,1
"43224","Italy",1377,3252.832,3
"43225","Albania",1377,1267.979,1
"43226","Switzerland",1377,1609.982,1
"43227","United Kingdom",1377,3431.279,2
"43228","Sweden",1377,2361.188,1
"43229","Bosnia and Herzegovina",1377,5058.558,1
"43230","Belgium",1377,2946.056,3
"43231","Bulgaria",1377,5666.803,2
"43232","Slovenia",1377,4466.84,2
"43233","Ireland",1377,1849.054,3
"43234","Spain",1377,2562.143,3
"43235","Lithuania",1377,3533.744,3
"43236","Greece",1377,3630.149,3
"43237","Hungary",1377,4897.914,3
"43238","North Macedonia",1377,4752.088,2
"43239","Latvia",1377,3994.804,2
"43240","Finland",1377,1921.583,1
"43241","Belarus",1377,746.516,2
"43242","Serbia",1377,2627.793,1
"43243","Czechia",1377,4086.244,1
"43244","France",1377,2599.316,3
"43245","Estonia",1377,2188.431,2
"43246","Denmark",1377,1500.104,1
"43247","Portugal",1377,2685.365,3
"43248","Norway",1377,1054.777,1
"43249","Slovakia",1377,3750.717,3
"43250","Romania",1377,3479.732,3
"43251","Austria",1377,2520.69,2
"43252","Poland",1377,3002.122,3
"43253","Croatia",1377,4558.897,1
"43254","Germany",1377,2098.829,2
"43255","Ukraine",1377,2768.594,2
"43256","Belgium",1378,2946.056,3
"43257","Norway",1378,1054.777,1
"43258","Serbia",1378,2627.793,1
"43259","Italy",1378,3253.442,3
"43260","Finland",1378,1924.651,1
"43261","Poland",1378,3002.147,3
"43262","Switzerland",1378,1609.982,1
"43263","Denmark",1378,1500.104,1
"43264","Hungary",1378,4897.914,3
"43265","Lithuania",1378,3533.744,3
"43266","Ukraine",1378,2768.594,2
"43267","Sweden",1378,2361.188,1
"43268","Romania",1378,3479.732,3
"43269","Slovenia",1378,4466.84,2
"43270","Austria",1378,2520.69,2
"43271","Belarus",1378,746.516,2
"43272","Albania",1378,1267.979,1
"43273","United Kingdom",1378,3431.99,2
"43274","Croatia",1378,4558.897,1
"43275","North Macedonia",1378,4752.088,2
"43276","Bulgaria",1378,5666.803,2
"43277","Ireland",1378,1849.253,3
"43278","Slovakia",1378,3750.717,3
"43279","Spain",1378,2562.143,3
"43280","Portugal",1378,2685.365,3
"43281","Estonia",1378,2188.431,2
"43282","Greece",1378,3630.149,3
"43283","Netherlands",1378,1308.698,1
"43284","Czechia",1378,4086.339,1
"43285","Germany",1378,2098.829,2
"43286","Bosnia and Herzegovina",1378,5058.558,1
"43287","France",1378,2599.316,3
"43288","Latvia",1378,3994.804,2
"43289","United Kingdom",1379,3432.494,2
"43290","Italy",1379,3253.832,3
"43291","Romania",1379,3482.072,3
"43292","Ukraine",1379,2768.594,2
"43293","Greece",1379,3635.446,3
"43294","Croatia",1379,4558.897,1
"43295","France",1379,2599.316,3
"43296","Denmark",1379,1500.104,1
"43297","Slovenia",1379,4473.444,2
"43298","Netherlands",1379,1308.698,1
"43299","Portugal",1379,2690.525,3
"43300","Bosnia and Herzegovina",1379,5059.795,1
"43301","Switzerland",1379,1609.982,1
"43302","Czechia",1379,4086.72,1
"43303","Poland",1379,3002.147,3
"43304","Hungary",1379,4897.914,3
"43305","Bulgaria",1379,5670.341,2
"43306","Spain",1379,2562.143,3
"43307","North Macedonia",1379,4753.999,2
"43308","Finland",1379,1927.178,1
"43309","Norway",1379,1054.777,1
"43310","Ireland",1379,1849.851,3
"43311","Belarus",1379,746.516,2
"43312","Sweden",1379,2361.188,1
"43313","Albania",1379,1267.979,1
"43314","Lithuania",1379,3533.744,3
"43315","Estonia",1379,2188.431,2
"43316","Slovakia",1379,3750.717,3
"43317","Latvia",1379,3995.885,2
"43318","Serbia",1379,2627.793,1
"43319","Austria",1379,2520.69,2
"43320","Belgium",1379,2946.056,3
"43321","Germany",1379,2098.829,2
"43322","Finland",1380,1931.329,1
"43323","Netherlands",1380,1308.698,1
"43324","Portugal",1380,2690.525,3
"43325","Serbia",1380,2627.793,1
"43326","Bosnia and Herzegovina",1380,5059.795,1
"43327","Switzerland",1380,1610.668,1
"43328","Estonia",1380,2188.431,2
"43329","Poland",1380,3002.147,3
"43330","Belgium",1380,2946.056,3
"43331","Lithuania",1380,3534.107,3
"43332","Slovenia",1380,4473.444,2
"43333","Bulgaria",1380,5670.341,2
"43334","Spain",1380,2562.143,3
"43335","North Macedonia",1380,4753.999,2
"43336","Norway",1380,1054.777,1
"43337","Ireland",1380,1850.05,3
"43338","Austria",1380,2520.69,2
"43339","United Kingdom",1380,3433.234,2
"43340","Belarus",1380,746.516,2
"43341","Sweden",1380,2366.023,1
"43342","Latvia",1380,3995.885,2
"43343","Hungary",1380,4898.215,3
"43344","Albania",1380,1267.979,1
"43345","Greece",1380,3635.446,3
"43346","Denmark",1380,1500.104,1
"43347","Slovakia",1380,3750.717,3
"43348","France",1380,2599.316,3
"43349","Germany",1380,2098.829,2
"43350","Romania",1380,3482.072,3
"43351","Croatia",1380,4564.604,1
"43352","Czechia",1380,4086.72,1
"43353","Ukraine",1380,2768.594,2
"43354","Italy",1380,3254.086,3
"43355","Albania",1381,1267.979,1
"43356","Belgium",1381,2946.056,3
"43357","North Macedonia",1381,4753.999,2
"43358","Spain",1381,2562.143,3
"43359","Norway",1381,1054.777,1
"43360","Slovenia",1381,4473.444,2
"43361","Ireland",1381,1850.448,3
"43362","Germany",1381,2098.829,2
"43363","United Kingdom",1381,3434.019,2
"43364","Romania",1381,3482.072,3
"43365","Belarus",1381,746.516,2
"43366","Sweden",1381,2366.023,1
"43367","Lithuania",1381,3534.835,3
"43368","Czechia",1381,4086.815,1
"43369","Ukraine",1381,2768.594,2
"43370","Austria",1381,2520.69,2
"43371","Hungary",1381,4898.215,3
"43372","Croatia",1381,4564.604,1
"43373","Bulgaria",1381,5670.341,2
"43374","Denmark",1381,1500.104,1
"43375","Netherlands",1381,1308.698,1
"43376","Portugal",1381,2690.525,3
"43377","Greece",1381,3635.446,3
"43378","Slovakia",1381,3750.717,3
"43379","Serbia",1381,2627.793,1
"43380","Latvia",1381,3995.885,2
"43381","Bosnia and Herzegovina",1381,5059.795,1
"43382","Italy",1381,3254.56,3
"43383","Finland",1381,1934.036,1
"43384","France",1381,2599.316,3
"43385","Estonia",1381,2188.431,2
"43386","Poland",1381,3002.172,3
"43387","Switzerland",1381,1610.668,1
"43388","Hungary",1382,4898.215,3
"43389","Slovenia",1382,4473.444,2
"43390","Germany",1382,2098.829,2
"43391","Romania",1382,3482.072,3
"43392","Greece",1382,3635.446,3
"43393","Belarus",1382,746.516,2
"43394","Belgium",1382,2946.056,3
"43395","Slovakia",1382,3750.717,3
"43396","Norway",1382,1054.777,1
"43397","Serbia",1382,2627.793,1
"43398","Albania",1382,1267.979,1
"43399","Poland",1382,3002.272,3
"43400","Spain",1382,2562.143,3
"43401","Bosnia and Herzegovina",1382,5059.795,1
"43402","Czechia",1382,4087.101,1
"43403","Portugal",1382,2690.525,3
"43404","France",1382,2599.316,3
"43405","Finland",1382,1935.299,1
"43406","Sweden",1382,2366.023,1
"43407","Lithuania",1382,3535.198,3
"43408","Italy",1382,3255.305,3
"43409","Ukraine",1382,2768.594,2
"43410","Estonia",1382,2188.431,2
"43411","Switzerland",1382,1610.668,1
"43412","Ireland",1382,1850.448,3
"43413","United Kingdom",1382,3434.671,2
"43414","Denmark",1382,1500.104,1
"43415","Latvia",1382,3995.885,2
"43416","Netherlands",1382,1308.698,1
"43417","Austria",1382,2520.69,2
"43418","Croatia",1382,4564.604,1
"43419","Bulgaria",1382,5670.341,2
"43420","North Macedonia",1382,4753.999,2
"43421","Romania",1383,3482.072,3
"43422","Bulgaria",1383,5670.341,2
"43423","Poland",1383,3002.272,3
"43424","Switzerland",1383,1610.668,1
"43425","Netherlands",1383,1308.698,1
"43426","Denmark",1383,1500.104,1
"43427","Estonia",1383,2188.431,2
"43428","France",1383,2599.316,3
"43429","Bosnia and Herzegovina",1383,5059.795,1
"43430","Portugal",1383,2690.525,3
"43431","Ukraine",1383,2768.594,2
"43432","Greece",1383,3635.446,3
"43433","Lithuania",1383,3535.925,3
"43434","Slovenia",1383,4473.444,2
"43435","United Kingdom",1383,3435.53,2
"43436","Croatia",1383,4564.604,1
"43437","Sweden",1383,2366.023,1
"43438","Ireland",1383,1850.846,3
"43439","Belarus",1383,746.516,2
"43440","Czechia",1383,4087.578,1
"43441","Serbia",1383,2627.793,1
"43442","Albania",1383,1267.979,1
"43443","Finland",1383,1937.646,1
"43444","Austria",1383,2520.69,2
"43445","Belgium",1383,2946.056,3
"43446","Spain",1383,2562.143,3
"43447","Latvia",1383,3995.885,2
"43448","Norway",1383,1054.777,1
"43449","North Macedonia",1383,4753.999,2
"43450","Slovakia",1383,3750.717,3
"43451","Germany",1383,2098.829,2
"43452","Italy",1383,3255.729,3
"43453","Hungary",1383,4898.215,3
